employee_id,survey_month,support_feeling,job_satisfaction,exhaustion_feeling,work_mood,feedback_text,department,location,job_title,worker_type,tenure_months
354,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Good communication. Respectful treatment. Too much overtime. Transportation issues.,Administration,Dullstroom,Admin Clerk,Permanent,106
356,2025-01,Sometimes supported,Neutral,Rarely,Happy,Proper equipment provided. Fair pay. Too much overtime. Heavy workload.,Maintenance,Ceres,Maintenance Worker,Permanent,87
360,2025-01,Sometimes supported,Neutral,Sometimes,Very unhappy,Good team. Respectful treatment. Low wages. Heavy workload.,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent,40
362,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Regular breaks. Fair management. Long hours. Safety concerns.,Maintenance,Upington,Electrician,Permanent,15
363,2025-01,Often supported,Satisfied,Sometimes,Neutral,Supportive supervisors. Regular breaks. Good team. Housing problems.,Logistics,Citrusdal Pack House,Warehouse Worker,Permanent,81
364,2025-01,Sometimes supported,Neutral,Often,Neutral,Fair management. Safety is prioritized. Housing problems. Inadequate breaks.,Pack House Operations,Citrusdal Pack House,Sorter,Contract,2
366,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Clear instructions. Opportunities to learn. Too much overtime. Housing problems.,Administration,Ceres Pack House,Payroll Officer,Contract,41
367,2025-01,Always supported,Very satisfied,Rarely,Happy,Respectful treatment. Proper equipment provided. Good team.,Maintenance,Citrusdal Pack House,Maintenance Supervisor,Permanent,135
368,2025-01,Sometimes supported,Neutral,Rarely,Happy,Fair pay. Good communication. Weather challenges. Transportation issues.,Maintenance,Citrusdal,Maintenance Worker,Permanent,74
371,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Respectful treatment. Opportunities to learn. Long hours. Poor communication.,Grape Production,Upington,Vineyard Supervisor,Seasonal,4
372,2025-01,Often supported,Satisfied,Rarely,Happy,Good working environment. Supportive supervisors. Good team.,Maintenance,Upington,Equipment Technician,Permanent,51
373,2025-01,Often supported,Satisfied,Rarely,Neutral,Fair management. Good team. Good communication. Unfair treatment.,Logistics,Ceres Pack House,Logistics Supervisor,Permanent,109
375,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Opportunities to learn. Too much overtime. Weather challenges.,Maintenance,Upington,Maintenance Worker,Contract,34
377,2025-01,Sometimes supported,Neutral,Rarely,Unhappy,Fair pay. Good team. Low wages. Housing problems.,Administration,Graaff-Reinet,Office Manager,Permanent,161
379,2025-01,Not at all supported,Very dissatisfied,Always,Very unhappy,Poor communication. Inadequate breaks. Heavy workload.,Cattle Farming,Dullstroom,Livestock Supervisor,Seasonal,3
380,2025-01,Often supported,Satisfied,Sometimes,Happy,Fair pay. Good communication. Good working environment.,Maintenance,Citrusdal,Equipment Technician,Permanent,11
383,2025-01,Sometimes supported,Neutral,Often,Unhappy,Good working environment. Proper equipment provided. Poor communication. Weather challenges.,Pack House Operations,Ceres Pack House,Floor Supervisor,Seasonal,2
384,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Regular breaks. Fair pay. Long hours. Safety concerns.,Administration,Graaff-Reinet,Office Manager,Permanent,164
385,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Safety is prioritized. Respectful treatment. Inadequate breaks. Heavy workload.,Maintenance,Graaff-Reinet,Equipment Technician,Permanent,127
388,2025-01,Often supported,Satisfied,Sometimes,Happy,Clear instructions. Good communication. Safety is prioritized. Long hours.,Administration,Ceres,Data Entry Clerk,Permanent,156
389,2025-01,Often supported,Satisfied,Sometimes,Unhappy,Good working environment. Good communication. Clear instructions.,Administration,Graaff-Reinet,Data Entry Clerk,Permanent,26
392,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Long hours. Too much overtime. Housing problems.,Pack House Operations,Citrusdal Pack House,Sorter,Seasonal,3
394,2025-01,Sometimes supported,Neutral,Rarely,Happy,Good communication. Fair management. Weather challenges. Transportation issues.,Pack House Operations,Ceres Pack House,Logistics Coordinator,Seasonal,4
395,2025-01,Sometimes supported,Neutral,Often,Happy,Fair management. Safety is prioritized. Inadequate breaks. Unfair treatment.,Administration,Graaff-Reinet,Payroll Officer,Permanent,5
398,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Respectful treatment. Poor communication. Safety concerns.,Citrus Production,Citrusdal,Irrigation Specialist,Permanent,119
401,2025-01,Always supported,Very satisfied,Never,Very happy,Clear instructions. Fair management. Supportive supervisors.,Maintenance,Dullstroom,Electrician,Permanent,39
404,2025-01,Sometimes supported,Neutral,Often,Very unhappy,Clear instructions. Fair management. Housing problems. Poor communication.,Grape Production,Upington,Harvester,Seasonal,4
407,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Opportunities to learn. Good working environment. Too much overtime. Low wages.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Contract,36
408,2025-01,Often supported,Satisfied,Rarely,Happy,Fair management. Opportunities to learn. Good communication.,Maintenance,Citrusdal,Equipment Technician,Permanent,171
409,2025-01,Often supported,Satisfied,Rarely,Neutral,Good working environment. Safety is prioritized. Supportive supervisors.,Administration,Upington,Admin Clerk,Permanent,102
413,2025-01,Sometimes supported,Neutral,Rarely,Happy,Safety is prioritized. Respectful treatment. Low wages. Weather challenges.,Cattle Farming,Dullstroom,Milking Technician,Permanent,105
420,2025-01,Often supported,Satisfied,Rarely,Neutral,Respectful treatment. Opportunities to learn. Good communication. Poor communication.,Logistics,Upington,Dispatcher,Permanent,170
423,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Safety is prioritized. Good team. Inadequate breaks. Weather challenges.,Pack House Operations,Ceres,Quality Inspector,Seasonal,3
426,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Proper equipment provided. Good team. Poor equipment. Safety concerns.,Pack House Operations,Ceres Pack House,Packer,Permanent,4
428,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Safety is prioritized. Good team. Safety concerns. Low wages.,Grape Production,Upington,Pruner,Seasonal,4
431,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Regular breaks. Supportive supervisors. Safety concerns. Poor equipment.,Logistics,Upington,Dispatcher,Contract,29
432,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Good working environment. Regular breaks. Weather challenges. Safety concerns.,Maintenance,Dullstroom,Maintenance Supervisor,Seasonal,3
434,2025-01,Rarely supported,Dissatisfied,Always,Unhappy,Long hours. Heavy workload. Transportation issues. Fair pay.,Grape Production,Upington,Harvester,Seasonal,2
437,2025-01,Often supported,Satisfied,Sometimes,Happy,Good team. Supportive supervisors. Opportunities to learn. Safety concerns.,Logistics,Upington,Logistics Supervisor,Permanent,177
438,2025-01,Often supported,Satisfied,Rarely,Neutral,Good working environment. Fair management. Safety is prioritized.,Cattle Farming,Dullstroom,Milking Technician,Permanent,126
439,2025-01,Often supported,Satisfied,Never,Happy,Fair management. Respectful treatment. Clear instructions.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,66
440,2025-01,Often supported,Satisfied,Rarely,Happy,Regular breaks. Opportunities to learn. Good working environment.,Cattle Farming,Dullstroom,Farm Hand,Permanent,184
443,2025-01,Often supported,Satisfied,Sometimes,Neutral,Fair pay. Proper equipment provided. Safety is prioritized.,Logistics,Citrusdal,Driver,Permanent,142
444,2025-01,Often supported,Satisfied,Rarely,Unhappy,Respectful treatment. Clear instructions. Regular breaks.,Administration,Dullstroom,HR Assistant,Permanent,8
445,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Good team. Supportive supervisors. Weather challenges. Too much overtime.,Maintenance,Upington,Maintenance Supervisor,Permanent,44
449,2025-01,Not at all supported,Very dissatisfied,Always,Neutral,Unfair treatment. Housing problems. Safety concerns.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Seasonal,2
450,2025-01,Often supported,Satisfied,Rarely,Happy,Fair pay. Opportunities to learn. Safety is prioritized.,Administration,Graaff-Reinet,Office Manager,Permanent,84
451,2025-01,Often supported,Satisfied,Rarely,Happy,Clear instructions. Good working environment. Opportunities to learn. Heavy workload.,Administration,Graaff-Reinet,Payroll Officer,Permanent,69
452,2025-01,Often supported,Satisfied,Rarely,Happy,Fair management. Regular breaks. Proper equipment provided. Housing problems.,Maintenance,Dullstroom,Mechanic,Permanent,116
455,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Good team. Opportunities to learn. Safety concerns. Heavy workload.,Logistics,Ceres,Warehouse Worker,Permanent,140
456,2025-01,Not at all supported,Very dissatisfied,Always,Very unhappy,Poor equipment. Housing problems. Transportation issues.,Citrus Production,Citrusdal,Farm Worker,Seasonal,1
457,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Safety is prioritized. Inadequate breaks. Weather challenges.,Administration,Graaff-Reinet,Office Manager,Permanent,176
460,2025-01,Often supported,Satisfied,Rarely,Happy,Good communication. Good team. Fair pay. Low wages.,Logistics,Upington,Forklift Operator,Permanent,86
462,2025-01,Often supported,Satisfied,Rarely,Happy,Good communication. Opportunities to learn. Clear instructions.,Maintenance,Upington,Maintenance Supervisor,Permanent,102
465,2025-01,Often supported,Satisfied,Sometimes,Neutral,Respectful treatment. Good communication. Safety is prioritized.,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent,68
466,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Respectful treatment. Good communication. Unfair treatment. Low wages.,Maintenance,Dullstroom,Maintenance Supervisor,Contract,38
469,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Poor communication. Weather challenges. Unfair treatment.,Administration,Citrusdal,Office Manager,Permanent,121
470,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Supportive supervisors. Weather challenges. Too much overtime.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,104
472,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Respectful treatment. Good team. Safety concerns. Weather challenges.,Pack House Operations,Ceres,Floor Supervisor,Permanent,48
475,2025-01,Sometimes supported,Neutral,Often,Neutral,Safety is prioritized. Good communication. Poor communication. Safety concerns.,Pack House Operations,Ceres,Packer,Contract,39
476,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Fair pay. Proper equipment provided. Weather challenges. Safety concerns.,Administration,Upington,Office Manager,Contract,41
481,2025-01,Rarely supported,Dissatisfied,Sometimes,Unhappy,Poor communication. Inadequate breaks. Poor equipment.,Maize Production,Graaff-Reinet,Harvester,Seasonal,4
482,2025-01,Often supported,Satisfied,Never,Happy,Good team. Proper equipment provided. Fair pay.,Grape Production,Upington,Viticulturist,Permanent,79
485,2025-01,Often supported,Satisfied,Rarely,Happy,Clear instructions. Good communication. Regular breaks.,Administration,Upington,Admin Clerk,Permanent,79
486,2025-01,Sometimes supported,Neutral,Often,Neutral,Respectful treatment. Proper equipment provided. Heavy workload. Unfair treatment.,Logistics,Citrusdal,Logistics Supervisor,Contract,44
489,2025-01,Often supported,Satisfied,Sometimes,Happy,Fair pay. Regular breaks. Good working environment. Weather challenges.,Logistics,Citrusdal Pack House,Logistics Supervisor,Permanent,172
492,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Proper equipment provided. Fair pay. Too much overtime. Long hours.,Logistics,Ceres Pack House,Logistics Supervisor,Permanent,189
494,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Fair management. Opportunities to learn. Housing problems. Heavy workload.,Administration,Upington,Office Manager,Permanent,124
497,2025-01,Rarely supported,Dissatisfied,Always,Unhappy,Poor equipment. Low wages. Long hours.,Maintenance,Citrusdal,Mechanic,Permanent,8
499,2025-01,Often supported,Satisfied,Never,Neutral,Fair pay. Respectful treatment. Safety is prioritized.,Logistics,Ceres,Driver,Permanent,172
501,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Respectful treatment. Safety is prioritized. Poor equipment. Unfair treatment.,Pack House Operations,Ceres,Sorter,Seasonal,2
502,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Opportunities to learn. Clear instructions. Long hours. Low wages.,Maize Production,Graaff-Reinet,Crop Specialist,Seasonal,1
504,2025-01,Not at all supported,Very dissatisfied,Always,Very unhappy,Poor communication. Heavy workload. Low wages.,Citrus Production,Citrusdal,Farm Supervisor,Seasonal,3
506,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Safety is prioritized. Opportunities to learn. Low wages. Too much overtime.,Maize Production,Graaff-Reinet,Tractor Driver,Seasonal,2
507,2025-01,Sometimes supported,Neutral,Rarely,Unhappy,Fair management. Good team. Too much overtime. Low wages.,Logistics,Citrusdal Pack House,Driver,Permanent,158
508,2025-01,Often supported,Satisfied,Sometimes,Happy,Respectful treatment. Proper equipment provided. Supportive supervisors. Poor communication.,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent,130
510,2025-01,Rarely supported,Dissatisfied,Often,Neutral,Too much overtime. Inadequate breaks. Housing problems.,Citrus Production,Citrusdal,Harvester,Seasonal,2
511,2025-01,Rarely supported,Dissatisfied,Always,Very unhappy,Too much overtime. Poor equipment. Unfair treatment.,Pack House Operations,Ceres,Logistics Coordinator,Seasonal,3
513,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Good team. Fair management. Poor equipment. Weather challenges.,Pack House Operations,Ceres Pack House,Quality Inspector,Permanent,140
516,2025-01,Often supported,Satisfied,Sometimes,Happy,Fair pay. Clear instructions. Respectful treatment.,Pack House Operations,Ceres Pack House,Floor Supervisor,Permanent,5
519,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Fair management. Respectful treatment. Heavy workload. Inadequate breaks.,Administration,Graaff-Reinet,Data Entry Clerk,Permanent,140
522,2025-01,Sometimes supported,Neutral,Often,Unhappy,Fair management. Good working environment. Housing problems. Unfair treatment.,Citrus Production,Citrusdal,Irrigation Specialist,Seasonal,3
528,2025-01,Rarely supported,Dissatisfied,Often,Neutral,Low wages. Unfair treatment. Too much overtime.,Maize Production,Graaff-Reinet,Field Supervisor,Seasonal,1
532,2025-01,Often supported,Satisfied,Rarely,Very happy,Good working environment. Safety is prioritized. Fair management.,Cattle Farming,Dullstroom,Farm Hand,Permanent,112
533,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Proper equipment provided. Opportunities to learn. Safety concerns. Housing problems.,Administration,Citrusdal,Office Manager,Permanent,73
537,2025-01,Often supported,Satisfied,Rarely,Happy,Supportive supervisors. Good team. Fair pay.,Administration,Ceres,Data Entry Clerk,Permanent,36
538,2025-01,Often supported,Satisfied,Rarely,Happy,Supportive supervisors. Fair management. Clear instructions.,Administration,Ceres Pack House,Payroll Officer,Permanent,66
546,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Good communication. Fair management. Long hours. Low wages.,Grape Production,Upington,Pruner,Permanent,152
553,2025-01,Often supported,Satisfied,Sometimes,Happy,Opportunities to learn. Fair management. Proper equipment provided.,Maintenance,Ceres Pack House,Maintenance Supervisor,Permanent,74
554,2025-01,Rarely supported,Dissatisfied,Often,Neutral,Unfair treatment. Heavy workload. Poor equipment.,Grape Production,Upington,Vineyard Supervisor,Seasonal,4
555,2025-01,Often supported,Satisfied,Sometimes,Very happy,Good communication. Fair management. Regular breaks. Poor communication.,Administration,Ceres,Admin Clerk,Permanent,42
556,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Fair management. Fair pay. Low wages. Weather challenges.,Logistics,Citrusdal Pack House,Driver,Permanent,114
557,2025-01,Often supported,Satisfied,Rarely,Happy,Fair pay. Supportive supervisors. Opportunities to learn.,Maintenance,Ceres,Electrician,Permanent,133
558,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Respectful treatment. Poor equipment. Low wages.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,161
559,2025-01,Often supported,Satisfied,Sometimes,Happy,Proper equipment provided. Good team. Safety is prioritized.,Logistics,Citrusdal,Dispatcher,Permanent,76
560,2025-01,Often supported,Satisfied,Never,Happy,Fair pay. Proper equipment provided. Clear instructions.,Administration,Citrusdal,Payroll Officer,Permanent,57
572,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Clear instructions. Opportunities to learn. Poor equipment. Inadequate breaks.,Administration,Ceres,Admin Clerk,Permanent,27
574,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Too much overtime. Inadequate breaks. Poor equipment.,Grape Production,Upington,Vineyard Supervisor,Seasonal,2
577,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Poor equipment. Weather challenges. Housing problems.,Citrus Production,Ceres,Harvester,Seasonal,1
581,2025-01,Often supported,Satisfied,Never,Very happy,Supportive supervisors. Good team. Fair pay. Poor equipment.,Maintenance,Ceres Pack House,Maintenance Worker,Permanent,95
585,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Fair management. Safety concerns. Inadequate breaks.,Logistics,Ceres Pack House,Logistics Supervisor,Permanent,104
586,2025-01,Often supported,Satisfied,Rarely,Neutral,Good communication. Proper equipment provided. Fair pay.,Administration,Citrusdal Pack House,Admin Clerk,Permanent,108
589,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Supportive supervisors. Regular breaks. Transportation issues. Unfair treatment.,Maintenance,Citrusdal,Equipment Technician,Contract,26
590,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Fair management. Good working environment. Poor equipment. Heavy workload.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,150
591,2025-01,Rarely supported,Dissatisfied,Sometimes,Very unhappy,Unfair treatment. Safety concerns. Low wages.,Maize Production,Graaff-Reinet,Field Supervisor,Seasonal,1
593,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Respectful treatment. Good communication. Inadequate breaks. Heavy workload.,Logistics,Upington,Driver,Permanent,8
594,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Housing problems. Too much overtime. Poor equipment.,Citrus Production,Citrusdal,Farm Worker,Seasonal,1
597,2025-01,Often supported,Satisfied,Rarely,Neutral,Regular breaks. Supportive supervisors. Opportunities to learn.,Logistics,Ceres Pack House,Forklift Operator,Permanent,40
598,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Fair management. Clear instructions. Weather challenges. Poor equipment.,Maize Production,Graaff-Reinet,Tractor Driver,Permanent,184
601,2025-01,Often supported,Satisfied,Rarely,Happy,Regular breaks. Fair management. Opportunities to learn.,Grape Production,Upington,Viticulturist,Permanent,83
607,2025-01,Often supported,Satisfied,Sometimes,Neutral,Supportive supervisors. Good team. Clear instructions.,Maintenance,Upington,Electrician,Permanent,155
608,2025-01,Rarely supported,Dissatisfied,Sometimes,Neutral,Safety concerns. Inadequate breaks. Poor communication. Good team.,Citrus Production,Citrusdal,Farm Supervisor,Seasonal,2
609,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Regular breaks. Safety is prioritized. Inadequate breaks. Transportation issues.,Logistics,Citrusdal Pack House,Dispatcher,Permanent,156
613,2025-01,Sometimes supported,Neutral,Never,Neutral,Clear instructions. Good working environment. Low wages. Unfair treatment.,Administration,Dullstroom,Payroll Officer,Seasonal,1
614,2025-01,Often supported,Satisfied,Never,Very happy,Good communication. Clear instructions. Good team.,Administration,Dullstroom,Admin Clerk,Permanent,181
615,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Good communication. Fair pay. Unfair treatment. Too much overtime.,Pack House Operations,Ceres Pack House,Floor Supervisor,Seasonal,3
616,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Respectful treatment. Housing problems. Weather challenges.,Administration,Dullstroom,Data Entry Clerk,Seasonal,1
618,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Proper equipment provided. Transportation issues. Poor equipment.,Pack House Operations,Ceres,Machine Operator,Permanent,26
619,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Regular breaks. Inadequate breaks. Poor equipment.,Maintenance,Graaff-Reinet,Mechanic,Permanent,55
622,2025-01,Rarely supported,Dissatisfied,Always,Very unhappy,Unfair treatment. Long hours. Transportation issues. Fair pay.,Pack House Operations,Ceres,Packer,Seasonal,2
623,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Fair management. Respectful treatment. Poor equipment. Inadequate breaks.,Grape Production,Upington,Pruner,Permanent,107
625,2025-01,Sometimes supported,Neutral,Rarely,Happy,Proper equipment provided. Good working environment. Housing problems. Long hours.,Logistics,Graaff-Reinet,Dispatcher,Permanent,32
626,2025-01,Often supported,Satisfied,Sometimes,Happy,Safety is prioritized. Fair management. Proper equipment provided.,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent,33
628,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Supportive supervisors. Clear instructions. Poor communication. Heavy workload.,Logistics,Citrusdal Pack House,Dispatcher,Permanent,166
632,2025-01,Sometimes supported,Neutral,Rarely,Happy,Safety is prioritized. Good communication. Unfair treatment. Inadequate breaks.,Grape Production,Upington,Viticulturist,Seasonal,3
633,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Safety concerns. Heavy workload. Poor equipment. Fair pay.,Maize Production,Graaff-Reinet,Field Supervisor,Seasonal,3
638,2025-01,Often supported,Satisfied,Rarely,Neutral,Clear instructions. Opportunities to learn. Regular breaks.,Maintenance,Upington,Equipment Technician,Permanent,187
640,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Fair management. Proper equipment provided. Poor equipment. Transportation issues.,Maintenance,Ceres Pack House,Maintenance Worker,Permanent,104
644,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Weather challenges. Too much overtime. Poor communication.,Grape Production,Upington,Vineyard Supervisor,Seasonal,3
650,2025-01,Often supported,Satisfied,Rarely,Very happy,Supportive supervisors. Proper equipment provided. Clear instructions.,Maintenance,Upington,Maintenance Worker,Permanent,178
652,2025-01,Rarely supported,Dissatisfied,Sometimes,Neutral,Weather challenges. Heavy workload. Low wages. Supportive supervisors.,Maintenance,Upington,Maintenance Supervisor,Contract,25
653,2025-01,Often supported,Satisfied,Rarely,Neutral,Fair pay. Respectful treatment. Good team. Heavy workload.,Grape Production,Upington,Harvester,Permanent,85
655,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Low wages. Unfair treatment. Weather challenges.,Maize Production,Graaff-Reinet,Farm Worker,Seasonal,2
658,2025-01,Often supported,Satisfied,Sometimes,Neutral,Good team. Fair management. Safety is prioritized. Too much overtime.,Administration,Dullstroom,Office Manager,Permanent,154
663,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Good working environment. Transportation issues. Poor equipment.,Administration,Upington,Admin Clerk,Permanent,57
666,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Unfair treatment. Housing problems. Poor communication.,Pack House Operations,Citrusdal Pack House,Packer,Seasonal,3
668,2025-01,Rarely supported,Dissatisfied,Often,Neutral,Safety concerns. Poor equipment. Heavy workload.,Maize Production,Graaff-Reinet,Harvester,Seasonal,1
672,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Good team. Housing problems. Long hours.,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal,2
674,2025-01,Often supported,Satisfied,Rarely,Neutral,Safety is prioritized. Opportunities to learn. Good team. Unfair treatment.,Citrus Production,Citrusdal,Farm Worker,Permanent,158
675,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Fair pay. Good team. Too much overtime. Housing problems.,Maintenance,Citrusdal,Maintenance Supervisor,Permanent,176
676,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Proper equipment provided. Good communication. Unfair treatment. Too much overtime.,Administration,Ceres Pack House,Admin Clerk,Permanent,176
681,2025-01,Rarely supported,Dissatisfied,Always,Unhappy,Low wages. Long hours. Poor communication.,Pack House Operations,Ceres Pack House,Packer,Seasonal,4
684,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Housing problems. Inadequate breaks. Weather challenges.,Grape Production,Upington,Harvester,Seasonal,3
686,2025-01,Often supported,Satisfied,Never,Happy,Good communication. Proper equipment provided. Opportunities to learn.,Logistics,Citrusdal,Logistics Supervisor,Permanent,40
688,2025-01,Sometimes supported,Neutral,Often,Unhappy,Respectful treatment. Fair pay. Low wages. Poor communication.,Logistics,Upington,Driver,Permanent,41
695,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Poor equipment. Safety concerns. Weather challenges.,Maintenance,Citrusdal,Maintenance Worker,Contract,25
702,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Good working environment. Regular breaks. Unfair treatment. Housing problems.,Logistics,Ceres Pack House,Driver,Permanent,162
703,2025-01,Always supported,Very satisfied,Rarely,Very happy,Fair management. Regular breaks. Safety is prioritized. Transportation issues.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,143
704,2025-01,Sometimes supported,Neutral,Rarely,Unhappy,Clear instructions. Good team. Safety concerns. Unfair treatment.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,168
706,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Safety is prioritized. Poor communication. Transportation issues.,Grape Production,Upington,Harvester,Permanent,113
709,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Opportunities to learn. Supportive supervisors. Unfair treatment. Transportation issues.,Administration,Ceres,Office Manager,Permanent,142
717,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Long hours. Heavy workload. Transportation issues. Good team.,Pack House Operations,Ceres,Packer,Seasonal,2
720,2025-01,Often supported,Satisfied,Never,Very happy,Good working environment. Respectful treatment. Fair management.,Grape Production,Upington,Vineyard Supervisor,Permanent,116
723,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Poor communication. Safety concerns. Low wages.,Pack House Operations,Ceres Pack House,Packer,Seasonal,1
725,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Opportunities to learn. Supportive supervisors. Transportation issues. Poor equipment.,Logistics,Ceres,Logistics Supervisor,Permanent,187
726,2025-01,Rarely supported,Dissatisfied,Often,Neutral,Safety concerns. Poor communication. Housing problems.,Pack House Operations,Ceres Pack House,Packer,Permanent,34
728,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Weather challenges. Poor communication. Transportation issues. Clear instructions.,Logistics,Ceres Pack House,Forklift Operator,Permanent,12
729,2025-01,Sometimes supported,Neutral,Often,Happy,Supportive supervisors. Fair pay. Unfair treatment. Too much overtime.,Maize Production,Graaff-Reinet,Tractor Driver,Seasonal,3
732,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Respectful treatment. Opportunities to learn. Heavy workload. Safety concerns.,Logistics,Citrusdal,Driver,Permanent,9
733,2025-01,Often supported,Satisfied,Rarely,Happy,Fair management. Fair pay. Proper equipment provided.,Administration,Ceres,Admin Clerk,Permanent,160
736,2025-01,Rarely supported,Dissatisfied,Sometimes,Very unhappy,Poor equipment. Safety concerns. Housing problems.,Maize Production,Graaff-Reinet,Crop Specialist,Seasonal,4
737,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Good communication. Fair pay. Unfair treatment. Poor communication.,Cattle Farming,Dullstroom,Cattle Herder,Permanent,128
738,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Good working environment. Good team. Safety concerns. Poor equipment.,Pack House Operations,Ceres,Quality Inspector,Permanent,133
740,2025-01,Rarely supported,Dissatisfied,Always,Unhappy,Safety concerns. Housing problems. Low wages.,Citrus Production,Citrusdal,Farm Worker,Seasonal,1
741,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Too much overtime. Housing problems. Long hours.,Grape Production,Upington,Vineyard Worker,Seasonal,2
744,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Proper equipment provided. Poor communication. Inadequate breaks.,Logistics,Upington,Forklift Operator,Permanent,2
747,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Good working environment. Fair management. Inadequate breaks. Poor equipment.,Logistics,Upington,Dispatcher,Permanent,176
